V8,V9,V10,condition,ppnr,Q1.2,Q1.3,Q95,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.5,Q1.6_1,Q1.6_2,Q1.6_3,Q1.6_4,Q2.1,Q2.2,Q2.3,Q97,mood_1,stai1_1,stai1_2,stai1_3,stai1_4,stai1_5,stai1_6,stai1_7,stai2_1,stai2_2,stai2_3,stai2_4,stai2_5,stai2_6,stai2_7,stai3_1,stai3_2,stai3_3,stai3_4,stai3_5,stai3_6,gender,age,Q19.7,Q118,Q105,D1dog,D2wallet,D3plane,D4resume,D5kitten,D6trolley,D7control,Q120,Q113,Q19.11,Q98,Q101,Q114_1,Q114_2,Q114_3,Q114_4,presBefore,presEva_1,presEva_2,presEva_3,presEva_4,presEva_5,VervLeuk_1,VervLeuk_2,challenge_1,moodPost_1,stai1post_1,stai1post_2,stai1post_3,stai1post_4,stai1post_5,stai1post_6,stai1post_7,stai2post_1,stai2post_2,stai2post_3,stai2post_4,stai2post_5,stai2post_6,stai2post_7,stai3post_1,stai3post_2,stai3post_3,stai3post_4,stai3post_5,stai3post_6,Q117,pbc_1,pbc_2,pbc_3,pbc_4,pbc_5,Q117.0,rei1,rei2,rei3,rei4,rei5,rei6,rei7,rei8,rei9,rei10,rei11,rei12,rei13,rei14,rei15,rei16,rei17,rei18,rei19,rei20,rei21,rei22,rei23,rei24,rei25,rei26,rei27,rei28,rei29,rei30,rei31,rei32,rei33,rei34,rei35,rei36,rei37,rei38,rei39,rei40,Maia1_1,Maia1_2,Maia1_3,Maia1_4,Maia1_5,Maia1_6,Maia1_7,Maia1_8,Maia1_9,Maia1_10,Maia1_11,Maia1_12,Maia1_13,Maia1_14,Maia1_15,Maia1_16,Maia2_1,Maia2_2,Maia2_3,Maia2_4,Maia2_5,Maia2_6,Maia2_7,Maia2_8,Maia2_9,Maia2_10,Maia2_11,Maia2_12,Maia2_13,Maia2_14,Maia2_15,Maia2_16,Q19.12
11/4/2014,11/4/2014,1,2,62,1,NA,NA,NA,NA,NA,NA,1,7.876,41.843,180.967,3,NA,1,1,1,57,4,4,1,1,3,1,1,3,1,3,3,1,2,2,3,3,2,1,3,3,2,18,1,NA,1,1,8,4,7,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,1,3,4,3,4,1,3,4,4,3,4,4,4,4,3,3,2,2,2,1,3,3,4,4,3,2,2,3,4,2,4,2,2,2,3,3,2,3,2,3,3,5,4,3,2,3,4,3,3,3,3,4,4,5,4,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,4,4,4,1
11/4/2014,11/4/2014,1,2,57,1,NA,NA,NA,NA,NA,NA,1,15.704,159.271,180.97,5,NA,1,1,1,48,2,3,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1,2,1,1,2,19,1,NA,1,8,8,9,8,8,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,5,1,1,4,4,1,5,5,1,4,5,4,1,4,2,1,1,2,1,5,5,2,2,2,4,4,5,4,4,1,1,5,5,5,5,5,5,3,4,4,3,2,5,5,5,5,3,4,3,2,5,4,2,3,3,4,5,3,3,5,4,5,3,4,4,5,4,4,5,3,3,2,5,4,1
11/4/2014,11/4/2014,1,1,54,1,1,1,0,0,181,0,NA,NA,NA,NA,NA,1,NA,1,1,44,2,4,2,1,2,2,1,3,1,3,3,2,2,1,2,3,1,1,1,2,2,18,1,1,1,8,9,8,7,8,2,8,1,1,1,pres,1,0,0,120.692,0,2,NA,NA,1,NA,NA,97,8,97,79,4,4,1,1,4,1,1,3,1,4,3,1,1,1,4,4,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,1,63,1,1,1,0,0,181.023,0,NA,NA,NA,NA,NA,1,NA,1,1,49,3,3,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,1,2,2,2,20,1,1,1,8,4,9,7,9,7,5,1,1,1,pres,1,0,0,144.717,0,2,NA,NA,1,NA,NA,91,29,63,26,1,2,3,3,2,3,2,1,1,1,1,3,3,3,1,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,64,1,NA,NA,NA,NA,NA,NA,1,5.775,179.304,180.974,5,NA,1,1,1,76,2,4,1,1,4,1,2,4,1,4,3,1,1,1,4,4,2,1,3,4,2,18,1,NA,1,2,9,8,8,8,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,1,3,4,4,3,5,4,3,4,3,4,2,3,2,2,2,3,5,2,2,2,2,3,4,2,4,4,5,2,2,5,4,3,4,3,2,3,2,4,4,2,2,5,3,1,4,5,6,2,1,5,4,4,5,4,3,2,2,3,1,4,5,5,2,3,2,1,1,1,1,2,2,2,1
11/4/2014,11/4/2014,1,1,61,1,1,1,0,0,181.012,0,NA,NA,NA,NA,NA,1,NA,1,1,50,3,4,1,2,2,1,1,1,1,2,2,1,1,2,3,2,2,1,2,2,2,27,1,1,1,9,8,9,5,9,5,2,1,1,1,pres,1,0,0,143.957,0,1,NA,NA,NA,1,NA,98,1,64,64,3,4,1,2,2,1,1,1,1,2,3,1,1,2,3,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,65,1,NA,NA,NA,NA,NA,NA,1,1.391,60.82,180.967,9,NA,1,1,1,30,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,19,1,NA,1,9,7,4,9,8,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,1,2,3,3,4,4,1,3,4,4,4,3,3,2,3,4,2,3,3,2,3,3,3,4,4,3,4,4,3,3,4,4,3,3,3,3,3,2,3,3,3,5,5,5,4,3,3,6,3,4,3,2,2,4,3,3,4,4,4,5,5,5,5,5,6,3,2,2,2,3,5,4,4,1
11/4/2014,11/4/2014,1,2,69,1,NA,NA,NA,NA,NA,NA,1,10.762,151.892,180.996,3,NA,1,1,1,64,2,3,2,2,3,1,2,2,2,3,2,2,2,3,2,2,3,2,1,2,2,18,1,NA,1,8,6,8,7,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,1,2,3,2,2,3,4,3,4,3,4,2,4,4,3,3,2,4,4,2,3,2,3,4,4,2,4,2,3,2,3,4,2,4,3,4,3,2,3,4,3,2,5,3,4,3,2,3,4,5,2,5,5,4,2,4,2,4,3,5,5,4,5,3,3,4,3,4,4,5,5,5,5,1
11/4/2014,11/4/2014,1,1,68,1,1,1,0,0,180.976,0,NA,NA,NA,NA,NA,1,NA,1,1,44,2,2,3,3,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,3,2,18,1,1,1,2,9,8,5,8,4,5,1,1,1,pres,1,0,0,6.527,0,2,NA,NA,NA,1,NA,8,89,70,66,4,3,1,2,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,70,1,NA,NA,NA,NA,NA,NA,1,6.453,156.821,181.002,8,NA,1,1,1,54,4,2,1,1,2,1,1,2,1,2,3,1,1,2,3,2,1,2,3,3,2,20,1,NA,1,6,6,7,4,8,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,5,1,1,4,4,1,5,3,1,4,4,3,1,4,4,2,1,2,4,2,3,4,1,4,4,4,4,4,5,2,1,5,4,4,3,3,2,3,1,5,2,2,4,4,4,5,3,5,6,4,4,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,3,2,2,5,5,4,1
11/4/2014,11/4/2014,1,1,66,1,1,1,0,0,180.992,0,NA,NA,NA,NA,NA,1,NA,1,1,77,3,3,1,2,3,1,1,2,1,3,3,1,1,2,3,3,1,1,3,3,2,20,1,1,1,9,8,8,8,9,6,5,1,1,1,pres,1,0,0,131.493,0,2,NA,NA,1,NA,NA,16,15,30,22,1,3,2,3,3,4,1,2,1,3,2,1,1,1,3,2,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,71,1,NA,NA,NA,NA,NA,NA,1,9.71,9.71,181.026,1,NA,1,1,1,75,3,4,1,2,3,1,2,2,1,3,3,2,2,1,4,3,2,1,3,3,2,18,1,NA,1,9,6,7,8,8,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,1,2,3,3,1,4,4,3,4,4,4,1,5,2,3,3,2,3,1,2,4,2,4,4,1,4,2,4,3,2,3,4,1,4,4,3,3,3,4,4,3,4,6,3,5,3,4,3,3,2,4,4,4,5,3,2,3,4,5,5,4,5,5,2,3,4,2,3,2,4,5,5,5,1
11/4/2014,11/4/2014,1,1,73,1,1,1,7.497,7.497,180.998,1,NA,NA,NA,NA,NA,1,NA,1,1,25,1,2,3,3,1,2,3,2,3,2,1,3,3,2,1,2,2,2,1,1,2,19,1,1,1,6,9,5,9,9,5,6,1,1,1,pres,1,0,0,153.085,0,2,NA,NA,NA,1,NA,80,26,60,72,3,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,67,1,NA,NA,NA,NA,NA,NA,1,0.969,0.969,180.97,1,NA,1,1,1,83,3,3,1,2,4,1,1,3,1,3,3,2,1,2,3,4,1,2,3,3,2,20,1,NA,1,3,8,9,8,7,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,5,4,1,2,5,4,4,4,3,4,4,4,2,2,3,3,1,2,2,3,1,2,3,3,1,5,4,4,1,4,1,3,3,5,4,2,3,1,4,1,3,4,4,5,6,4,5,2,5,4,4,6,2,2,2,3,4,3,5,5,5,5,6,5,6,3,3,5,5,6,5,5,6,6,4,1
11/4/2014,11/4/2014,1,1,72,1,1,1,0,0,181.016,0,NA,NA,NA,NA,NA,1,NA,1,1,60,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,2,3,3,2,18,1,1,1,8,7,8,8,8,2,8,1,1,1,pres,1,0,0,128.3,0,2,NA,NA,NA,NA,1,0,87,63,100,4,4,1,1,4,1,1,3,1,3,4,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,1,75,1,1,1,0,0,181.007,0,NA,NA,NA,NA,NA,1,NA,1,1,42,1,1,3,3,1,2,2,1,2,3,1,4,4,2,1,1,3,3,1,1,1,18,1,1,1,9,9,7,9,9,4,4,1,1,1,pres,1,0,0,120.85,0,2,NA,NA,1,NA,NA,81,86,72,72,3,3,2,2,3,1,1,3,1,4,3,2,2,2,2,3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,74,1,NA,NA,NA,NA,NA,NA,1,10.2,10.2,180.977,1,NA,1,1,1,94,4,4,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,3,3,2,23,1,NA,1,8,8,9,4,4,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,5,1,1,3,3,2,5,2,2,3,3,3,1,2,4,3,3,1,4,1,4,1,1,3,4,4,2,4,4,3,2,3,3,3,2,4,2,3,1,3,3,2,4,5,4,5,4,5,4,3,1,3,5,5,4,4,4,4,4,3,5,6,6,6,5,5,5,5,4,4,4,6,6,5,1
11/4/2014,11/4/2014,1,1,76,1,1,1,0,0,180.969,0,NA,NA,NA,NA,NA,1,NA,1,1,65,2,3,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,19,1,1,1,8,5,7,7,8,6,9,1,1,1,pres,1,0,0,124.393,0,2,NA,NA,NA,1,NA,88,6,73,56,1,2,3,3,2,1,1,2,1,2,2,2,2,2,1,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2014,11/4/2014,1,2,77,1,NA,NA,NA,NA,NA,NA,1,8.901,8.901,180.999,1,NA,1,1,1,77,3,4,3,1,4,1,1,3,1,3,3,1,1,1,3,4,1,1,3,4,1,21,1,NA,1,9,9,3,4,9,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,1,2,4,4,1,4,4,2,3,4,3,1,4,3,2,2,3,4,2,3,3,1,2,4,4,3,4,2,1,3,4,4,4,3,4,2,3,2,5,3,2,3,5,4,5,4,4,5,2,3,4,3,4,5,4,4,4,4,5,5,4,5,5,4,5,5,4,4,4,5,5,5,5,1
11/4/2014,11/4/2014,1,1,78,1,1,1,0,0,180.97,0,NA,NA,NA,NA,NA,1,NA,1,1,85,3,3,2,2,3,2,2,3,1,3,3,1,1,2,3,3,1,1,3,3,1,23,1,1,1,9,2,9,9,7,2,9,1,1,1,pres,1,0,0,211.085,0,2,NA,NA,1,NA,NA,0,91,50,91,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,81,1,1,1,0,0,181.016,0,NA,NA,NA,NA,NA,1,NA,1,1,27,3,2,3,3,2,3,3,1,1,2,2,2,2,2,2,1,2,1,1,1,2,17,1,1,1,7,8,9,6,9,5,3,1,1,1,PRES,1,0,0,115.318,0,2,NA,1,NA,NA,NA,100,0,46,11,1,2,2,3,1,2,3,1,1,1,2,3,3,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,79,1,NA,NA,NA,NA,NA,NA,1,6.499,133.671,181.008,6,NA,1,1,1,47,2,3,2,2,2,2,3,2,1,2,2,1,1,1,2,2,2,1,2,2,2,18,1,NA,1,7,9,6,7,8,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,4,1,3,3,2,3,2,3,2,4,3,2,3,4,3,2,4,2,2,2,2,2,3,2,2,2,4,3,4,2,2,3,3,2,2,3,2,2,2,2,2,3,3,4,3,3,3,2,3,4,5,2,3,3,4,3,3,3,2,3,3,4,3,4,2,2,2,2,2,2,3,4,3,3,1
11/5/2014,11/5/2014,1,1,80,1,1,1,0,0,180.967,0,NA,NA,NA,NA,NA,1,NA,1,1,47,2,3,2,2,2,1,1,2,1,2,2,2,2,1,2,3,2,1,2,2,2,19,1,1,1,7,5,4,7,6,2,7,1,1,1,pres,1,0,0,154.578,0,2,NA,NA,NA,1,NA,45,46,59,56,3,3,2,2,3,1,1,3,1,3,3,1,1,1,3,2,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,82,1,NA,NA,NA,NA,NA,NA,1,7.09,157.838,180.97,4,NA,1,1,1,49,3,3,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,19,1,NA,1,8,8,7,7,8,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,1,2,3,4,3,4,4,2,3,3,3,2,3,3,3,2,3,4,2,3,3,4,4,4,4,2,4,3,2,2,4,3,3,3,4,2,2,3,3,2,2,4,5,5,3,4,4,5,2,2,5,5,3,4,3,4,4,4,5,2,5,5,5,4,3,5,3,3,3,3,4,4,4,1
11/5/2014,11/5/2014,1,1,84,1,1,1,1.062,1.062,180.998,1,NA,NA,NA,NA,NA,1,NA,1,1,21,1,2,3,2,2,3,3,2,2,1,2,3,3,2,2,2,2,2,2,2,2,19,1,1,1,5,9,4,5,7,3,4,1,1,1,pres,1,0,0,129.566,0,2,NA,NA,1,NA,NA,67,67,70,48,3,4,2,1,2,2,1,2,1,3,2,2,2,1,2,2,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,85,1,NA,NA,NA,NA,NA,NA,1,10.018,10.911,180.966,2,NA,1,1,1,54,3,3,2,4,2,4,2,3,2,2,3,4,4,2,3,3,2,2,1,2,1,18,1,NA,1,9,8,9,5,9,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,2,1,1,4,4,2,5,2,2,5,4,4,1,3,5,2,1,NA,5,2,4,3,1,4,5,3,4,2,5,1,2,5,5,3,4,4,2,3,1,5,2,2,5,5,3,4,3,2,5,3,3,2,2,3,5,4,5,6,3,5,4,5,5,6,6,5,4,5,3,2,3,5,5,5,1
11/5/2014,11/5/2014,1,1,86,1,1,1,0,0,181.002,0,NA,NA,NA,NA,NA,1,NA,1,1,81,4,3,2,2,2,1,2,3,1,3,3,2,2,1,3,3,2,2,3,3,2,23,1,1,1,8,8,7,9,9,7,8,1,1,1,pres,1,0,0,109.61,0,2,NA,NA,NA,1,NA,55,53,59,62,2,2,2,2,3,2,2,2,1,2,3,1,1,1,3,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,83,1,NA,NA,NA,NA,NA,NA,1,13.393,13.393,181.01,1,NA,1,1,1,50,2,3,3,3,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,22,1,NA,1,9,3,9,5,9,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,3,3,1,2,4,3,2,4,3,2,4,3,3,2,5,4,2,4,1,2,NA,3,3,2,3,5,1,3,5,5,3,2,4,4,3,4,4,2,4,2,3,2,3,4,5,5,5,5,3,4,1,2,5,2,5,6,5,4,3,5,4,5,5,4,5,4,5,4,3,4,2,4,5,5,5,1
11/5/2014,11/5/2014,1,2,89,1,NA,NA,NA,NA,NA,NA,1,5.488,5.488,181,1,NA,1,1,1,45,2,2,3,3,2,2,3,2,2,2,2,1,2,1,3,3,2,2,2,3,2,18,1,NA,1,6,8,3,9,9,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,4,1,2,3,3,1,5,3,2,3,3,3,3,NA,2,2,2,3,2,2,2,2,2,4,3,4,4,2,4,2,3,4,4,1,4,4,2,2,1,4,5,1,5,5,5,5,1,5,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1
11/5/2014,11/5/2014,1,1,88,1,1,1,0,0,181.012,0,NA,NA,NA,NA,NA,1,NA,1,1,77,3,2,2,4,3,3,4,1,2,3,2,1,2,1,2,2,3,3,2,2,2,18,1,1,1,9,9,9,9,9,1,9,1,1,1,pres,1,0,0,159.387,0,2,NA,NA,NA,1,NA,5,76,79,83,2,2,2,1,3,3,2,4,3,3,2,3,3,2,2,3,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
